entity_raw,canonical_entity
"vitamin d.,allergies",vitamin dallergies
hand weakness,hand weakness
chronic urinary tract infections,urinary tract infections
"thyromegaly.,respiratory",thyromegalyrespiratory
right-sided weakness,rightsided weakness
left-sided middle cerebral artery cerebrovascular accident/transient ischemic,leftsided middle cerebral artery cerebrovascular accidenttransient ischemic
adrenal adenoma,adrenal adenoma
occipital headache,occipital headache
migraine headache,migraine headache
"anorexia.,past",anorexiapast
cachectic man,cachectic man
pneumocystis carinii pneumonia,pneumocystis carinii pneumonia
"tuberculosis.,2",tuberculosis2
globulin,globulin
expressive aphasia,expressive aphasia
flexion deformity,flexion deformity
amikacin,amikacin
nitrofurantoin,nitrofurantoin
imipenem,imipenem
glucose abnormalities,glucose abnormalities
"above.,past",abovepast
inguinal adenopathy,inguinal adenopathy
microalbuminuria,microalbuminuria
shoulder pains,shoulder pains
sinus allergies,sinus allergies
thrombocythemia,thrombocythemia
bladder obstruction,bladder obstruction
labyrinthitis,labyrinthitis
darvon,darvon
triamterene/hydrochlorothiazide,triamterenehydrochlorothiazide
"precancerous condition.,metabolic",precancerous conditionmetabolic
"allergic rhinitis.,6",allergic rhinitis2
chest tightness,chest tightness
dilantin 400,dilantin 400
thorazine,thorazine
oropharyngeal lesions,oropharyngeal lesions
troponin-i,troponini
myoglobulin,myoglobulin
acute coronary syndrome,coronary disease
septic shock,septic shock
versus bowel distention,versus bowel distention
tobacco dependency,tobacco dependency
neurosis,neurosis
peripheral arterial disease,peripheral arterial disease
"decreased.,overall",decreasedoverall
septicemia,septicemia
bronchodilators,bronchodilators
sleep disturbances,sleep disturbances
colon carcinoma,colon cancer
denies fevers,denies fevers
"denies headaches, visual abnormality",denies headaches visual abnormality
denies neck stiffness,denies neck stiffness
denies cough,denies cough
denies dysuria,denies dysuria
"unremarkable, prostate",unremarkable prostate
stomach distention,stomach distention
"esophageal reflux.,4",esophageal reflux4
"allergic rhinitis.,5",allergic rhinitis2
alzheimer type,alzheimer type
mirtazapine,mirtazapine
decubitus,decubitus
nitrite,nitrite
papillary serous adenocarcinoma,papillary serous adenocarcinoma
stage iiic,stage iiic
breast carcinoma,breast lump
gastric carcinoma,gastric cancer
"ovarian, uterine, or colon cancer",ovarian uterine or colon cancer
"1, para 0-0-1-0 with stage",1 para 0010 with stage
left pelvic pain,left pelvic pain
breast tumors,breast lump
shivering,shivering
brucellosis,brucellosis
digoxin overdose,digoxin toxicity
"past.,he",pasthe
digoxin toxicity,digoxin toxicity
"crohn disease.,3",crohn disease3
crampy abdominal pain,crampy pain
malabsorption,malabsorption
"small bowel resections.,2",small bowel resections2
ipf,ipf
scrotal edema,scrotal edema
enteropathy,enteropathy
hypoalbuminemia,hypoalbuminemia
loose bowel movements,loose bowel movements
irritable bowel type symptoms,irritable bowel syndrome
decrease in visual or auditory function,decrease in visual or auditory function
hearing or epistaxis,hearing or epistaxis
postoperative paralytic ileus,postoperative paralytic ileus
fluid retention,fluid retention
ruptured appendicitis,ruptured appendicitis
ulcerations of the mouth,ulcerations of the mouth
dolobid,dolobid
azulfidine,azulfidine
chronically ill,chronically ill
erosion of the mucosa,erosion of the mucosa
ecchymoses,ecchymosis
adema,adema
stevens-johnson,stevensjohnson
"3, stage",3 stage
leucovorin,leucovorin
high-dose corticosteroids,highdose corticosteroids
swelling of the right hand,swelling of the right hand
gouty,gouty
"chronic kidney disease.,past",kidney diseasepast
calcitriol,calcitriol
sodium 133,sodium 140
"diabetic nephropathy.,4",diabetic nephropathy4
ventral hernia,ventral hernia
theophylline,theophylline
magnesium oxide,magnesium oxide
simvastatin 10 mg,simvastatin 10 mg
percodan,percodan
heparin-induced,heparininduced
peripheral vascular occlusive,peripheral vascular occlusive
intermittent constipation,intermittent constipation
radium seed,radium seed
vessel coronary disease,vessel coronary disease
miacalcin,miacalcin
right bundle-branch block,right bundlebranch block
depressed breath,depressed breath
"hearing.,overall",hearingoverall
metered-dose,metereddose
single-vessel coronary disease,singlevessel coronary disease
cavitary lesions,cavitary lesions
ethambutol,ethambutol
clarithromycin,clarithromycin
post-streptococcal glomerulonephritis,poststreptococcal glomerulonephritis
end stage renal disease,end stage renal disease
"1996,4",19964
atorvastatin,atorvastatin
crescendo - decrescendo systolic murmur,crescendo decrescendo systolic murmur
abnormal bowel gas pattern.,abnormal bowel gas pattern
distended bowel,distended bowel
clubbing of the digits,clubbing of the digits
salmeterol,salmeterol
fluticasone nasal inhaler,fluticasone nasal inhaler
"cardiac, renal, lung, or liver disease.,past",cardiac renal lung or liver diseasepast
acneiform,acneiform
risperidone,risperidone
cephalexin,cephalexin
pressure-like,pressurelike
dilation of small bowel loops,dilation of small bowel loops
medication-induced gastroenteritis,medicationinduced gastroenteritis
non-bloody emesis,nonbloody emesis
beclomethasone,beclomethasone
fluticasone/salmeterol,fluticasonesalmeterol
montelukast,montelukast
cephalosporins,cephalosporins
"addison’s disease.,physical exam:,t 102.9 ° hr 145 rr 22 bp",addison’s diseasephysical examt 1029 ° hr 145 rr 22 bp
hypoactive bowel,hypoactive bowel
splinter,splinter
"abnormal enhancement, mass lesions",abnormal enhancement mass lesions
lv concentric hypertrophy,lv concentric hypertrophy
venous obstruction,venous obstruction
retroperitoneal edema,retroperitoneal edema
"fullness of small bowel loops was noted, most consistent with a paralytic",fullness of small bowel loops was noted most consistent with a paralytic
lower extremity swelling,lower extremity swelling
achy,achy
antacids,antacids
ethanol abuse,ethanol abuse
penile lesions,penile lesions
peripheral lymphadenopathy,peripheral lymphadenopathy
icteric sclerae,icteric sclerae
rales or wheezes,rales or wheezes
ruq tenderness,ruq tenderness
shotty inguinal lymphadenopathy,shotty lymphadenopathy
acute granulomatous inflammation,granulomatous disease
night-sweats,nightsweats
"noncaseating granuloma.,by",noncaseating granulomaby
multiple joints,multiple joints
"renal or rheumatologic diseases.,medications",renal or rheumatologic diseasesmedications
pips,pips
interstitial pulmonary infiltrates,interstitial pulmonary infiltrates
paratracheal lymphadenopathy,paratracheal lymphadenopathy
pauci-immune crescentic glomerulonephritis,pauciimmune crescentic glomerulonephritis
"diabetic nephropathy.,plan",diabetic nephropathy4
multiple vascular strokes,multiple vascular strokes
chronic incontinence and bladder atony,incontinence and bladder atony
percocet 2 tablets 4,percocet 2 tablets 4
humulin n,humulin n
miralax 1 scoop,miralax 1 scoop
lower extremities edema,lower extremity edema
adult failure,adult failure
headaches or visual changes,headaches vision
hyperthyroid,hyperthyroid
dry lips,dry lips
upper dentures,upper dentures
obese,obese
upper extremity paresis,upper extremity paresis
chronic rhinitis,rhinitis
painful bunions,painful bunions
simvastatin 10 mg p.o,simvastatin 10 mg po
no neurologic complaints,no neurologic complaints
annulose,annulose
ocular movements,ocular movements
enlargement of the liver,enlargement of the liver
intestinal illness,intestinal illness
right scapular pain,right scapular pain
intrahepatic mass,intrahepatic mass
"vomiting,",vomiting
bile duct cancer,bile duct cancer
intrahepatic lesion,intrahepatic lesion
"febrile illness.,past",febrile illnesspast
decreased breath sounds,decreased breath sounds
clostridium difficile infection,clostridium difficile colitis
pseudomembranous colitis,pseudomembranous colitis
vl -341k,vl 341k
castleman’s disease,castleman’s disease
"headaches, neck pain",headaches neck pain
cyclophosphamide/prednisone,cyclophosphamideprednisone
methocarbamol 750,methocarbamol 750
stuffiness,stuffiness
injuries of the face and,injuries of the face and
decreased consciousness,decreased consciousness
parkinson,parkinson
requip,requip
"retinal tear.,family",retinal tears
metolazone,metolazone
captopril,captopril
torsemide,torsemide
bitemporal wasting,bitemporal wasting
concentric lv hypertrophy,concentric hypertrophy
rv hypertrophy,rv hypertrophy
trace aortic regurgitation,trace aortic regurgitation
rap,rap
"sinus infection.,plan",sinus infection
"shortness of breath.,past",shortness of breathgi
purulent rhinitis,purulent rhinitis
impetigo,impetigo
blurriness of vision,blurriness of vision
complaint of intermittent fever,complaint of intermittent fever
sinus infection,sinus infection
"allergic rhinitis.,2",allergic rhinitis2
chronic lung disease,lung disease
tachypneic,tachypneic
bowel difficulties,bowel difficulties
"now.,past",nowpast
atopic dermatitis,atopic dermatitis
complaint of left otalgia,complaint of left otalgia
left-sided jaw pain,leftsided jaw pain
cutivate cream,cutivate cream
lichenification,lichenification
nostril,nostril
duraphen ii,duraphen ii
shotty lymphadenopathy,shotty lymphadenopathy
decongestant,decongestant
joint pain,joint pain
daypro,daypro
discitis,discitis
diabetes father,diabetes father
sudden blindness,sudden blindness
bowel abnormalities,bowel abnormalities
convulsions,convulsions
bronchial breath,bronchial breath
"normal external genitalia, vagina and cervix",normal external genitalia vagina and cervix
cerebellar and motor function,cerebellar and motor function
diabetes mellitus type ii,diabetes type 2
"complaint of feeling weak and shaky. when questioned further, she described",complaint of feeling weak and shaky when questioned further she described
"congestive heart failure.,social",congestive heart failure
"neurologic, musculoskeletal, endocrine abnormalities",neurologic musculoskeletal endocrine abnormalities
brittle,brittle
complaint of mood swings,complaint of mood swings
obsessive-compulsive type disorder,obsessivecompulsive type disorder
minocin,minocin
dysthymic,dysthymic
vaginal irritation,vaginal irritation
"that.,she",thatshe
well-nourished 42-year-old white female,wellnourished 21yearold
proventil inhaler,proventil inhaler
premenstrual dysphoric disorder,premenstrual dysphoric disorder
mood swings,mood swings
evista,evista
"amounts.,family",amountsfamily
telangiectasia of the face.,telangiectasia of the face
pelvic tenderness,pelvic tenderness
ecstasy,ecstasy
nonbloody,nonbloody
auditory of visual hallucinations,auditory hallucinations
no lymphadenitis,no lymphadenitis
slurring of speech and cognitive slowing,slurring of speech and cognitive slowing
cellcept,cellcept
liver cancer,liver cancer
well-nourished 50-year-old white,wellnourished 21yearold
"viable.,neurologic",viableneurologic
fluoroquinolone,fluoroquinolone
nosebleed,nosebleed
musculoskeletal or neurological deficits,musculoskeletal or neurological deficits
non-insulin,noninsulin
myocardial disease,myocardial disease
enteric-coated aspirin,entericcoated aspirin
proximal humerus fracture,proximal humerus fracture
"copd, diverticular disease",copd diverticular disease
"vitamin d.,9",vitamin d9
denies headache,denies headache
left hip pain,left hip pain
endocrinopathies,endocrinopathies
chronic degenerative change,degenerative change
degenerative scoliosis,degenerative scoliosis
left shoulder fracture,left shoulder fracture
"benign.,diagnostic",benigndiagnostic
decubitus ulcer,decubitus ulcer
traumatic fracture,traumatic fracture
episodic mood,episodic mood
right forearm fracture,right forearm fracture
head laceration,head laceration
multivitamin 1,multivitamin 1
subendocardial infarction,subendocardial infarction
vessel coronary artery disease,vessel coronary disease
ifosfamide,ifosfamide
mesna,mesna
vp-16,vp16
ewing sarcoma,ewing sarcoma
frontal orbital swelling,frontal orbital swelling
vomitting,vomiting
hemorrhagic cystitis,hemorrhagic cystitis
peritoneal carcinomatosis,peritoneal carcinomatosis
small pericardial effusion,small pericardial effusion
gastric ulcer disease,gastric ulcer disease
peripelvic renal cysts,peripelvic renal cysts
brain neoplasm,brain neoplasm
anterior pericardial effusion,anterior pericardial effusion
"tamponade.,4",tamponade4
coronary artery disease/angioplasty,coronary artery diseaseangioplasty
"lower gastrointestinal bleed.,6",lower gastrointestinal bleed6
atrovent inhaler,atrovent inhaler
complaints of shortness of breath,complaints of shortness of breath
lower gi bleed,lower gi bleed
diverticular disease of the sigmoid colon,diverticular disease of the sigmoid colon
polymyositis/dermatomyositis,polymyositisdermatomyositis
high-dose prednisone,highdose prednisone
urticarial rash,urticarial rash
bibasilar pleural-based interstitial,bibasilar pleural effusions
"pneumocystis, fungal infection",pneumocystis fungal infection
cmv infection,cmv infection
ganciclovir,ganciclovir
bibasilar disease,bibasilar disease
bronchospasm,bronchospasm
atrovent respules,atrovent respules
congenital genitourinary abnormalities,congenital genitourinary abnormalities
multiple small cysts,multiple small cysts
infectious diseases,infectious diseases
tularemia,tularemia
leptospirosis,leptospirosis
levofloxacin,levofloxacin
dihydroergotamine,dihydroergotamine
upper gastrointestinal bleed,upper gastrointestinal bleed
chronic right hip pain,right hip pain
"accommodation.,back",accommodationback
intrathoracic hiatal hernia,intrathoracic hiatal hernia
minerals,minerals
systane,systane
serotonin,serotonin
sinus syndrome,sinus syndrome
bradycardias,bradycardias
benazepril,benazepril
triazolam,triazolam
milk of magnesia suspension,milk of magnesia suspension
"alzheimer's type.,6",alzheimers type6
